N°Obs;1. Copiez ci-dessous l'extrait que vous trouvez problématique;"2. En option, si vous le souhaitez : quel est selon vous le type de problème?  (Vous pouvez cocher plusieurs réponses. Si vous ne savez pas que répondre, cochez ""autres"").";3. Autres :;4. En option, si vous le souhaitez : merci de localiser ce qui vous parait problématique dans l'extrait et d'indiquer pourquoi.;5. Pour finir, merci de préciser le niveau (ex. Licence1, Master 2 etc.), le contexte (ex. IUT Info-com, Master MEEF-PE), et le genre (ex. dissertation, mémoire, devoir d'analyse type CRPE etc.). Si vos étudiants n'ont pas pour langue maternelle le français, merci de l'indiquer aussi.;6. Clé;7. Date de saisie;8. Date de dernière modification;9. Date de dernier enregistrement;10. Temps de saisie;11. Langue;12. Origine;13. Appareil utilisé pour la saisie;14. Progression
1715;Le choix des personnes obéira à un certain nombre de facteurs dont : résider dans l’une des communes, être affecté ou guéri de choléra et accepté de se prêter à nos questions.;"Lexique;Syntaxe / Construction des phrases;Autres";Normes disciplinaires;"Lexique : Choix erroné du mot (« facteur » au lieu de « critère »)
Lexique : Choix erroné du mot (« dont » au lieu de « notamment »)
Syntaxe : Manque de « le fait » dans la locution « le fait de + infinitif » (« résider » au lieu de « le fait de résider »)
Syntaxe : Emploi erroné du participe passé au lieu de l’infinitif (« accepté » au lieu de « accepter »)
Syntaxe : manque de déterminant défini (« guéri de choléra » au lieu de « guéri du choléra »)
Normes disciplinaires : Ecrit scientifique : style inapproprié (« accepter de se prêter à nos questions »)
Normes disciplinaires : Ecrit scientifique : style inapproprié (collocation vague) (« le choix des personnes » au lieu de « le choix de notre population témoin » par ex.)
Normes disciplinaires : Ecrit scientifique : style inapproprié (collocation vague) (« dans l’une des communes » au lieu de « dans l’une des communes étudiées »)
Correction : Le choix de notre population témoin  obéira à un certain nombre de critères,  notamment le fait de résider dans l’une des communes étudiées et d’être affecté ou guéri du choléra. Les témoins seront volontaires.
";"Formation doctorale
Proposition de communication
Langue maternelle : français et/ou autre que français
Médecine
";D6A9-CL3L;06/05/2019 12:31:06;;06/05/2019 12:31:32;26,1213833;FR;Direct;PC;Terminé
1716;Les informations collectées seront obtenues à partir des entretiens seront soumises à une analyse de contenu tandis que celles concernant la technique de l’enquête par questionnaire seront traitées par le biais du logiciel d’analyse kobocollect. ;"Ponctuation;Syntaxe / Construction des phrases";;"Ponctuation : Manque de signe de ponctuation entre deux principales (virgule avant « tandis que »)
Syntaxe : Présence erronée de deux verbes principaux dans une proposition (« les informations…seront obtenues…seront soumises » au lieu de « les informations… obtenues…seront soumises »)
";"Formation doctorale
Proposition de communication
Langue maternelle : français et/ou autre que français
Médecine
";8MSF-8T73;06/05/2019 12:31:34;;06/05/2019 12:31:50;16,4813825;FR;Direct;PC;Terminé
1717;Face à ce qui apparaît désormais comme un « besoin urgent d’investiguer empiriquement le lien manquant entre l’intention et l’action », Fayolle et Liñán (2014) ont ainsi proposé deux pistes de recherches futures : la théorie de l’implementation intention de Gollwitzer (1993) et le concept d’engagement. ;Lexique;;"Choix erroné du mot (« future » au lieu de « novateur » par ex. car il s’agit des pistes de recherches proposées dans le passé)
Correction : … deux pistes de recherches novatrices : …
";"Formation doctorale
Proposition de communication
Economique
";PHBX-JGQ9;06/05/2019 12:31:52;;06/05/2019 12:35:55;243,2556479;FR;Direct;PC;Terminé
1718;"Allen et Meyer (1990) ont proposé un modèle tridimensionnel de l’engagement, parfois traduit sous le terme d’implication, dans lequel celui-ci peut être expérimenté sous trois formes principales : 
-	L’engagement affectif, renvoyant au lien émotionnel entretenu par l’individu à l’égard de son organisation ; 
-	L’engagement normatif, renvoyant au sentiment d’obligation que l’individu ressent vis-à-vis de son organisation ; 
-	L’engagement de continuité, renvoyant aux coûts et alternatives perçues par l’individu dans le cas où il quitterait son organisation ; 
";Ponctuation;;Signe de ponctuation erroné dans une liste à puce (point-virgule au lieu de point à la fin du dernier élément de l’énumération);"Formation doctorale
Proposition de communication
Economique
";A72H-94GC;06/05/2019 12:35:56;;06/05/2019 12:36:16;20,137933;FR;Direct;PC;Terminé
1719;"Certain travaux (Adam et Fayolle, 2015 ; 2016 ; Adam et Gabay-Mariani, soumis pour publication) ont déjà suggéré que le modèle tridimensionnel de l’engagement pouvait servir une meilleure compréhension du passage à l’acte entrepreneurial. ";"Orthographe;Syntaxe / Construction des phrases";;Orthographe + syntaxe : Accord erroné déterminant-nom en nombre (« certain ») (« certains travaux » au lieu de « certains travaux »);"Formation doctorale
Proposition de communication
Economique
";7S5P-H8TY;06/05/2019 12:36:18;;06/05/2019 12:37:14;56,3401112;FR;Direct;PC;Terminé
1720;Une étude pilote (focus groups) auprès de 22 entrepreneurs naissants, suivie d’une première enquête quantitative mobilisant 325 individus inscrits dans un processus de création d’entreprise nous ont permis de développer et de tester une échelle de mesure de l’engagement entrepreneurial. ;"Ponctuation;Syntaxe / Construction des phrases";;"Ponctuation : Manque de virgule après l’incise (« suivie…création d’entreprise »)
Syntaxe : Accord erroné sujet-verbe P3 passé composé (« une étude…nous ont permis » au lieu de « une étude…nous a permis »)
";"Formation doctorale
Proposition de communication
Economique
";5FXL-PG9Q;06/05/2019 12:37:15;;06/05/2019 12:37:32;17,2026368;FR;Direct;PC;Terminé
1721;"Si dans une perspective théorique d’économie standard, une hausse des flux migratoires devrait engendrer une convergence des revenus ou une réduction des inégalités (Krugman et al., 2015 ; Rodrik, 2011), il n’en demeure pas moins que son évolution récente en passant de 152,5 millions en 1990 à 257,7 millions en 2017 s’est accompagnée de facto d’une réticence grandissante des pays développés à accueillir les migrants.";"Ponctuation;Discours rapporté / Citation/ Sources";;"Ponctuation : Manque de virgule avant l’incise (« dans une perspective théorique d’économie standard »)
Citation : Manque de référence (après « de 152,5 millions en 1990 à 257,7 millions en 2017 » – il s’agit des données chiffrées pour lesquelles il faut donner une référence)
";"Formation doctorale
Proposition de communication
Langue maternelle : français et/ou autre que français
Sociologie
";MGV4-YENE;06/05/2019 22:28:41;;06/05/2019 22:29:11;29,8578439;FR;Direct;PC;Terminé
1722;Les flux migratoires s’inscrivent certes à la hausse dans cette zone mais il est important d’examiner s’ils permettent d’avancer l’idée d’un choc quantitatif, exception faite des pays comme l’Allemagne, l’Espagne, la Malte et l’Italie avec la crise des migrants en 2015.;"Ponctuation;Lexique;Syntaxe / Construction des phrases";;"Ponctuation : manque de virgule entre deux principales (avant le coordonnant « mais »)
Lexique + syntaxe : Emploi erroné d’un déterminant avec le nom propre (« la Malte » au lieu de « Malte »)
";"Formation doctorale
Proposition de communication
Langue maternelle : français et/ou autre que français
Sociologie
";VKYM-YQHY;06/05/2019 22:29:13;;06/05/2019 22:29:55;42,4851312;FR;Direct;PC;Terminé
1723;Par ailleurs, l’importance prise par l’immigration dans l’agenda politique internationale montre qu’on ne peut s’en tenir uniquement à des facteurs strictement économiques pour l’expliquer.;Lexique;;Lexique : approximation sémantique (« l’immigration » au lieu de « la thématique migratoire » par ex.);"Formation doctorale
Proposition de communication
Langue maternelle : français et/ou autre que français
Sociologie";NB3T-CSBM;06/05/2019 22:29:57;;06/05/2019 22:30:22;25,5780822;FR;Direct;PC;Terminé
1724;D’autant plus que même certains pays ayant une bonne situation économique et recevant une faible proportion de migrants manifestement enregistrent une adhésion forte et progressive d’une partie de la population au projet politique anti-immigration.;"Syntaxe / Construction des phrases;Discours rapporté / Citation/ Sources;Autres";Registre de langue;"Registre de langue : Style inapproprié (oral) (« même » redondant après « d’autant plus que »)
Syntaxe : Place erronée de l’adverbe modificateur du verbe (« une faible proportion… manifestement enregistrent… » au lieu de « une faible proportion… enregistrent manifestement … »)
Citation : Manque de référence / exemple avec « certain » (« certains pays » au lieu de « certains pays, comme X et Y, … »)
";"Formation doctorale
Proposition de communication
Langue maternelle : français et/ou autre que français
Sociologie";SC2K-CVYK;06/05/2019 22:30:24;;06/05/2019 22:30:50;26,4860249;FR;Direct;PC;Terminé
1725;Ainsi l’objectif de cette présente recherche est double. Il s’agit d’abord de montrer à partir de données quantitatives que les flux migratoires sont plus dans une dynamique de continuité que de rupture. Et ensuite comprendre et tirer des implications d’une évolution relativement constante de l’immigration puisse avoir des conséquences politiques majeures.;"Ponctuation;Syntaxe / Construction des phrases;Autres";Normes disciplinaires;"Ponctuation : Manque de virgule après la structure détachée en tête de phrase (après « ainsi »)
Ponctuation : Phrase sans préposition principale (découpage erroné en deux phrases) (point avant « et, ensuite, … »)
Syntaxe : Manque de préposition dans la construction verbale (plusieurs compléments) (« s’agir ») (« il s’agit…de montrer…et…comprendre et tirer » au lieu de « il s’agit…de montrer…et…de comprendre et de tirer »)
Syntaxe : Manque de pronom COI « en » + juxtaposition de deux verbes à valence différente + manque de pronom relatif « que » / construction syntaxique erronée + Temps grammatical (+mode grammatical) erroné (présent subjonctif au lieu du présent indicatif) (« comprendre et tirer des implications d’une évolution relativement constante de l’immigration puisse avoir des conséquences politiques majeures » au lieu de « comprendre l’évolution relativement constante de l’immigration et d’en tirer des implications sur les conséquences politiques majeures qu’elle peut avoir »)
Normes disciplinaires : écrit scientifique : style inapproprié (phrase trop longue + phrase obscure)
Normes disciplinaires : écrit scientifique : collocation vague (« à partir des données quantitatives » – il faut préciser lesquelles)
Correction : Ainsi, l’objectif de cette présente recherche est double. Dans un premier temps, il s’agit de montrer que les flux migratoires sont plus dans une dynamique de continuité que de rupture. Dans cette partie de la recherche, nous nous appuierons sur les données issues de (présenter les sources de ces « données quantitatives »). Dans un deuxième temps, nous analyserons les résultats obtenus afin de comprendre quelles conséquences politiques peuvent avoir les flux migratoires mentionnés ci-dessus.
";"Formation doctorale
Proposition de communication
Langue maternelle : français et/ou autre que français
Sociologie
";BYXH-L5TD;06/05/2019 22:31:32;;06/05/2019 22:32:10;37,3018518;FR;Direct;PC;Terminé
1726;Notre méthodologie dans cette recherche est essentiellement analytique et elle consiste à essayer de développer une grille d’analyse, qui permet en partant des résultats produits par l’approche économique, d’ouvrir et d’intégrer la dimension politique de la question ou la prise en compte de facteurs politiques. Il s’agira aussi de recourir à des analyses graphiques afin de rendre compte des composantes et de la tendance à long terme des flux migratoires.;"Ponctuation;Lexique;Syntaxe / Construction des phrases;Autres";Normes disciplinaires;"Ponctuation : Manque de signe de ponctuation entre deux principales (deux-points avant « et elle consiste »)
Ponctuation : Manque de virgule avant l’incise (« en partant des résultats produits par l’approche économique »)
Lexique : Choix erroné du mot (« ou » au lieu de « et »)
Lexique : Redondance sémantique (« la dimension politique…les facteurs politiques »)
Syntaxe : Conjonction « et » superflue (avant « elle consiste »)
Normes disciplinaires : écrit scientifique : collocation vague (« la tendance à long terme »)
Normes disciplinaires : écrit scientifique : style inapproprié (« consiste à essayer de développer »)
Normes disciplinaires + syntaxe : écrit scientifique : place erronée du complément de phrase (« dans cette recherche » à mettre en tête de phrase)
Correction : Dans cette recherche, notre méthodologie est essentiellement analytique : nous essayerons de développer une grille d’analyse qui permettra d’étudier la politique migratoire sous plusieurs angles. Cette grille englobera, d’une part, les résultats produits par l’approche économique ; d’autre part, elle prendra en compte les facteurs politiques et sociales influençant cette politique. Il s’agira aussi de recourir à des analyses graphiques afin de rendre compte des composantes des flux migratoires et d’en comprendre la tendance de développement à long terme.
";"Formation doctorale
Proposition de communication
Langue maternelle : français et/ou autre que français
Sociologie
";JLZB-WW33;06/05/2019 22:32:12;;06/05/2019 22:32:38;25,7385288;FR;Direct;PC;Terminé
